PodcastName,Epizoda,EpisodeUUID,Měsíc,RedCircle_Downloads,PodcastUUID
Nová vlna,Rizikové povolání – Tereza Kovanicová | Z-ai-mavý zločin,f9673524-6160-4070-ad8a-88b7f8e62c31,2026-07,5,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Od Královce ke Kaliningradu,feca4c44-09bc-4dba-9eaf-0bad07b103dd,2026-07,5,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 4: Pohřbeni zaživa,2392921a-2a28-4e5f-b49b-4e2e1b6c0583,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 5: Na prahu pravěkého světa,2a9fee6e-7a0c-4694-948f-b4b9a519fbc2,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Pestrá země,"Kafka, poezie a vlastní jazyk – Alžběta Stančáková: | Pestrá země",2c5cc51f-de9f-46be-a1ba-bce3efc5d5fe,2026-07,4,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 6: V devonu,344261a3-6935-467b-ade2-300c8e2c4148,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 4: Ze zašlých dob,423bd5b1-1d39-4c84-ba7e-898e75834376,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Toman a lesní panna – František Ladislav Čelakovský | Mozaika české poezie: Příběhy a obrazy,4b24da3e-db27-4a4c-9d28-e2aac4507344,2026-07,4,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 37: Pět zajímavých epitafů,4b34014f-c6e1-49c0-8bad-ca917b7321f4,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 7: Ve světě karbonu,52f40292-dca2-4cc2-9110-bc7a856c0452,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Čeští Němci v roce 1918,6f7601fa-72ce-4e30-84d7-c7aca8b0f54d,2026-07,4,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Poezie v rytmu,A přece! – Otokar Fischer | Mozaika české poezie: Hlasy a otázky,6fa25449-9143-4377-b036-7d7dc28676b4,2026-07,4,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Podivnější než fikce – Vendula Kreplová | Z-ai-mavý zločin,721db5ea-9122-4de1-9b91-e065361b4189,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Temná druhá republika,b2b1e1b1-46e9-4a2d-958a-4c1350904546,2026-07,4,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Pestrá země,Fónická poezie a autofikce – Pavel Novotný | Pestrá země,b7aea8a6-e142-4868-b283-d26f02721fb9,2026-07,4,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 2: Na pravěkém hřbitově,c96086d5-9145-40ae-aeb9-23c5d73cde0b,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Poštovní schránka – Jiří Wolker | Mozaika české poezie: Příběhy a obrazy,cc77b5e8-3f68-42c6-b301-86508ccd23b0,2026-07,4,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 9: Obludy ještě nezmizely,e43cbf5e-5c97-45d5-940b-d2f16072bf2a,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,V pravěkém světě – Arnošt Caha | Kapitola 1: Cestou k jeskyni,f8f64ae5-2007-4649-8f90-d591add2ed84,2026-07,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 3: Chocholouš,0eb99b19-0715-4fe2-bba7-2958ad5d9ada,2026-07,3,122228e9-4fc6-4674-b257-cf90262939ea
Pestrá země,"Literatura, jazyky a cestování – Miroslav Černý | Pestrá země",1e35eaed-a4a2-4b51-87d4-5a921373ad6c,2026-07,3,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 6: Zahrady za Koňskou branou,21d5add2-7431-462c-93e0-445c91e23672,2026-07,3,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 34: Bombardování Prahy Windischgrätzem,2279e539-ef01-4557-9e50-70fa1349b218,2026-07,3,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Práce – Josef Hora | Mozaika české poezie: Příběhy a obrazy,2bb45db1-e729-4191-99af-d7419b29aa5b,2026-07,3,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 8: Pražské Jezulátko,4b0d2be4-d298-4fe5-9900-e80f44d44585,2026-07,3,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Generál Josef Šnejdárek - velitel senegalských lidojedů,4d724f75-6b49-4706-8c32-604fc159c5b3,2026-07,3,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 7: O Valdštejnském paláci,79301095-8b86-42a9-a7c2-bf3990326908,2026-07,3,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Já nejsem vichr – Otokar Fischer | Mozaika české poezie: Hlasy a otázky,948a5dec-36db-48c1-b3e5-bd0b1e067659,2026-07,3,673d659a-c4a1-4257-aed0-c91ba28db9f4
Pestrá země,Jan Křesadlo – Václav Z. J. Pinkava | Pestrá země,a7c93c4e-095e-46a2-a52c-b73a43c066bc,2026-07,3,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,"Karel Hádek – Čtení o staré Praze | Kapitola 36: Seance, nebo senzace?",cb63b399-525a-4ffc-9332-8019f8147783,2026-07,3,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 1: O kapli Betlémské,e3b6ad25-148c-4c30-b524-33817ff66c32,2026-07,3,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Lucifer – Jiří Karásek ze Lvovic | Mozaika české poezie: Hlasy a otázky,f6ca0260-3ffe-4ecb-bcbc-c0beb8b44c1b,2026-07,3,673d659a-c4a1-4257-aed0-c91ba28db9f4
Poezie v rytmu,Devátá vlna – Viktor Dyk | Mozaika české poezie: Hlasy a otázky,fb617b52-76ca-423a-8dcc-54c8c99a6302,2026-07,3,673d659a-c4a1-4257-aed0-c91ba28db9f4
Historie mezi řádky,Kudy povedou hranice republiky?,0a1d104e-eeb2-4fac-84b6-d3c6eaf3bcff,2026-07,2,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Poezie v rytmu,Z věčných dálek – Otokar Březina | Mozaika české poezie: Hlasy a otázky,0cd765b6-8022-429e-b47f-7c97adcd83ef,2026-07,2,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 35: Zlatá bula ztracena a opět nalezena,0e07a3ff-130b-41c5-8a2a-aed158c0be25,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Poutník – Otakar Theer | Mozaika české poezie: Hlasy a otázky,25ab54eb-3823-4fa7-9330-f37eed835394,2026-07,2,673d659a-c4a1-4257-aed0-c91ba28db9f4
Poezie v rytmu,Za noci březnové – Karel Hlaváček | Mozaika české poezie: Hlasy a otázky,31424636-e39e-4872-a501-505c6c6cc7c1,2026-07,2,673d659a-c4a1-4257-aed0-c91ba28db9f4
Historie mezi řádky,Československá kolonie Togo – mýtus nebo skutečnost?,361531d8-7725-4374-9e32-8609fcf19552,2026-07,2,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Komiksové studio,Komiksové studio s Branko Jelinkem,37f3be67-0a57-4af3-a8f3-437826d9c5fb,2026-07,2,e521cb3d-44d3-4bd5-8704-f1c94f2ecd2c
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 5: Němá láska poručíka Klanga,4209e9c9-a742-4bb9-aa0f-0cbf564707aa,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 6: Plavba paní Suchánkové do Ameriky,44749a82-adc5-4b10-980a-495efd4280c6,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Svou violu jsem naladil co možno nejhlouběji – Karel Hlaváček | Mozaika české poezie: Hlasy a otázky,44a3509e-3e7d-4f64-ad8c-c5845be1b31a,2026-07,2,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 32: Praha 1855,56f81ce3-5a6a-4121-962b-26cd27d3463f,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Hanuš Hackenschmied – U ledové víly | Kapitola 1: O třech princeznách v Modré hoře,709bd8f6-bfbc-4ba8-bae0-ced600ea2610,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 26: Pražská móda empírová,7cea19af-6bc6-49f2-9099-e2759ce9472a,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 31: O té velké vodě,9ea3830c-ab05-463f-890a-2530e17947b8,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 29: Blahořečení Jana Nepomuckého,a15289e8-080e-4529-9b2e-7414f05307bc,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 2: Boží prsty,aa4da08d-577e-4bf3-900b-35c80315cda0,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 33: Kocourkovské příběhy,ab41c9ce-2496-4332-9cea-b29398e2e0a7,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Květiny se nevrací – Markéta Fryaufová | Z-ai-mavý spisovatel,ad0f22a4-632f-48c5-a98c-7c98b3bfad8d,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 2: Slavnost v Kanálské zahradě,c04589e0-5d72-45a1-937d-be65724f8dcb,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 30: Rychtář Vavák vidí korunovaci Leopolda II.,c945436f-c881-437d-9a05-f1564b5d5d69,2026-07,2,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Poslední svobodné volby,e5c42804-be3d-469b-a5a9-06d18754694b,2026-07,2,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Komiksové studio,Komiksové studio s Guyem Delislem,f121a7ee-8258-4e59-ba71-6593fba5bef9,2026-07,2,e521cb3d-44d3-4bd5-8704-f1c94f2ecd2c
Historie mezi řádky,Samostatná Ukrajina,f517b010-08fa-4162-90aa-c6f0cc69dc68,2026-07,2,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 1.,054991e3-4785-4325-8c61-53b612553b0b,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s Evou Chodějovskou - 4. díl,07ac3070-cf95-450e-85a4-1d4803850da1,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 4: Pověsti o Staronové škole,10757da8-7045-403d-8b24-6b81fb482289,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 28: Jak přijel do Prahy první vlak,17ae9aa1-a020-4aad-93ab-4390910eff79,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování  s Dušanem Neumannem - 11. díl,1c7afb31-2c16-4e84-bd54-6780ea8d49f4,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 7: Podivuhodný příběh Karla Straširybky,1f86e73e-0b20-45ff-9bee-0c3ad22f9f97,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Nacistická propaganda v ČSR,26db35ae-e0cb-4aef-a97d-58071ae3ef55,2026-07,1,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Mariánská listování,Mariánská listování s Janem Smigmatorem - 7. díl,29b70906-88e4-46c0-97ef-8c02fdc4f4b2,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Poezie v rytmu,Lesní studánka – Josef Václav Sládek | Mozaika české poezie: Příběhy a obrazy,2d5a7468-a60c-4904-87fa-404f5086da55,2026-07,1,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 22: Nejkrásnější hřbitůvek,3ae4d3b1-39af-4d16-9720-af2908fdad54,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 3.,429d8e29-e6fa-4b15-9e9f-949763c01147,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 4.,454f6d65-7539-42bc-97ff-62888dd0f2e5,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s Helenou Koutnou - 2. díl,481319cd-fc9f-47c5-b7af-64eba9b194ad,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Mariánská listování,Mariánská listování s Rudym Linkou - 6. díl,4ed5392d-7e62-4f3f-b918-9d93bef43b47,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Poezie v rytmu,Pršelo v noci – Karel Hlaváček | Mozaika české poezie: Hlasy a otázky,5955136d-9951-47c4-868e-0a24de81db2a,2026-07,1,673d659a-c4a1-4257-aed0-c91ba28db9f4
Mariánská listování,Mariánská listovaní s Kristýnou Kůstkovou - 1. díl,59602ff3-cd19-4174-b7b8-0b40a7f1ee32,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 17: Nejkrásnější knihovna světa,5cf3637d-530e-47ae-943d-3ab883bc2ec5,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Apostrofa zimní – Otokar Březina | Mozaika české poezie: Hlasy a otázky,5d0f65f9-43a8-487f-9dde-b4d2a808b0ba,2026-07,1,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Algoritmus kávy – Petr Šimeček | Z-ai-mavý spisovatel,5ec7de8d-a267-4176-a304-0cefe14d5f11,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování se Zdeňkem Pokludou - 14. díl,60f81002-9818-426d-bf72-93612f5e23da,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 18: Jak byl obnovován magistrát,69246995-f3de-4e7f-868b-30e0526fd111,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,6a4f841d-14e4-4cd2-96b8-9cfc89d6cc8e,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 24: O čtyřech oběšencích,6c7b0f52-563a-4fd0-b1e1-473e345dd7c8,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Balada dětská – Jan Neruda | Mozaika české poezie: Příběhy a obrazy,7176b9f9-301f-47c2-b8d9-b74d7fb3cd4b,2026-07,1,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 23: Móda ve středověké Praze,7406365e-5e89-451e-9c2f-bac96797a5b6,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s manželi Tichotovými - 9. díl,7cf1a5f2-771a-4b0c-8434-9af6373f8cfa,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 12: Pražské písně lidu vojenského,7ef786fd-3b8e-4351-aef0-b4ab3e7387c3,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Hledání slov – Jana Šindlerová | Z-ai-mavý spisovatel,84cc2a0e-373b-4dd2-bd42-7d10c62d4661,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 11: Židovský průvod,8b9f9b08-0b6c-49bd-9d41-6bbe607e1bf9,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 5: Barvířský ostrov,8da482a1-6471-473a-8d9e-39a8691201de,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Domovní důvěrník 2.0 – Jiří Krišpin | Z-ai-mavý spisovatel,8e535f50-130b-412c-b16b-d47062a617c3,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Splav – Fráňa Šrámek | Mozaika české poezie: Příběhy a obrazy,9559ad0e-cdb2-45ed-95e1-d8df7499714a,2026-07,1,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 15: Dopis z roku 1819,9b855a54-b63e-4bb9-8c56-847462448076,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Přiznání algoritmu – Michaela Liegertová | Z-ai-mavý spisovatel,a44d1771-be0c-4426-b086-1180a4682fe6,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 13: O domě vusínském aneb redutním,a99227ea-759e-4997-87aa-7850eb454341,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 10: Dva starobylé domy malostranské,accf8bce-195c-4dc7-b124-fdf8c189202f,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Byl Adolf Hitler komunista?,b25a9d89-fa4f-43f5-bc61-8926cda60cc7,2026-07,1,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Mariánská listování,Mariánská listování  s Pavlem Suchanem - 8. díl,b52a7f74-48a4-4651-8f47-da4d65901628,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 3: O tandlmarku,b57af140-da5b-438c-9659-1c310485c1d7,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s Ivanou Bozděchovou - 3. díl,be4eb0f9-6272-4491-8102-a50f38d1ad76,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 9: Paladium země České,c0f099d5-6c21-4f2f-adbf-3cf6756c52f4,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 16: Panna Maria kontra Jiří z Poděbrad,c85e9c0b-cd03-4080-9f59-1d577aab8604,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 27: Zpěváčkové,cabbd2dc-442c-4d1f-bc69-812c3a79147b,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 19: O nebožce lotynce,cc957928-916b-4de7-bf30-7e6663468c21,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 9: Jak vraždila rakouská byrokracie naše nejlepší lidi,ccbd1c14-b473-4111-95ec-1d17f0c9f3a2,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 20: Vánoce! Vánoce!,d310fefd-5cf0-434b-81b6-6df95d8f141d,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování: Česká škola v Chicagu - 5. díl,d53a5106-02d1-4f85-a08f-024bc2595c2a,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 14: Papouškové lázně,dd310399-1faa-4e7d-a321-b735e389c235,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s Ivanem Pušem - 13.díl,dd63faa0-dc95-429f-91c7-91c2e04cd578,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Poezie v rytmu,Ruce – Otokar Březina | Mozaika české poezie: Hlasy a otázky,dd954f8d-48fa-4f96-bbae-dbc1f80e4fdd,2026-07,1,673d659a-c4a1-4257-aed0-c91ba28db9f4
Mariánská listování,Mariánská listování s Michalem Brožou - 10. díl,e11a5b6f-9e52-4725-a79f-c4e0319f7e3b,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Historie mezi řádky,Hitlerova cesta k moci - i Hitlera si zvolili demokraticky,eb5ca8ec-14e6-42e0-bfc2-7024697134a8,2026-07,1,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Komiksové studio,Komiksové studio se Štěpánkou Jislovou,edc9ce9c-6b9a-4c99-93b3-dbb225aa3441,2026-07,1,e521cb3d-44d3-4bd5-8704-f1c94f2ecd2c
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 8: Duch nebožtíka Hroudy,f4142b89-77e3-4a1c-bd30-6b37f4fc2cbb,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s Helenou Koenigsmarkovou - 12. díl,f4958606-5ef2-4579-bf89-9933c427c70e,2026-07,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 2.,f5e96d47-2ba1-44f3-8d86-c8512d43b060,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 25: Život vojenský – život veselý,f79ac385-d054-4701-bacd-d14449b41ffa,2026-07,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 20: O domě U Železného muže,f917a7a2-e06d-400a-a809-02cfa0ca6c7e,2026-08,8,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 19: O Karlově mostě,32eb8d95-1a28-4d86-91c9-1dea5bff5000,2026-08,6,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Květiny se nevrací – Markéta Fryaufová | Z-ai-mavý spisovatel,ad0f22a4-632f-48c5-a98c-7c98b3bfad8d,2026-08,5,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 22: O paláci Clam-Gallasovském,57a01b3c-072c-4350-b7db-d5ce5d659834,2026-08,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Hledání slov – Jana Šindlerová | Z-ai-mavý spisovatel,84cc2a0e-373b-4dd2-bd42-7d10c62d4661,2026-08,4,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování  s Dušanem Neumannem - 11. díl,1c7afb31-2c16-4e84-bd54-6780ea8d49f4,2026-08,2,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Mariánská listování,Mariánská listování s Ester Pavlů - 15. díl,4938acd0-a52c-40e9-9f9c-5d29c06b5eae,2026-08,2,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Poezie v rytmu,Holčičko ubohá – Růžena Jesenská | Mozaika české poezie: Hlasy a otázky,a2784fe5-9244-4cfe-a1a9-0a6455902f34,2026-08,2,673d659a-c4a1-4257-aed0-c91ba28db9f4
Mariánská listování,Mariánská listování se Zdeňkem Juráskem 16. díl,afbf5108-ae7c-437d-a746-8129f45d0f5c,2026-08,2,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 21: O Klementinu,c39a90e2-bb83-48bc-89eb-6aa964cf9bd3,2026-08,2,122228e9-4fc6-4674-b257-cf90262939ea
Pestrá země,"Mouchy, Maribor a fotbalové metafory – Dora Kaprálová | Pestrá země",0f74c6e5-8b59-453b-aa8c-66dae47f710b,2026-08,1,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 5: Němá láska poručíka Klanga,4209e9c9-a742-4bb9-aa0f-0cbf564707aa,2026-08,1,122228e9-4fc6-4674-b257-cf90262939ea
Poezie v rytmu,Žlutá růže – Viktor Dyk | Mozaika české poezie: Hlasy a otázky,4cc782cd-c088-4e5f-bad0-9b70b5637525,2026-08,1,673d659a-c4a1-4257-aed0-c91ba28db9f4
Nová vlna,Algoritmus kávy – Petr Šimeček | Z-ai-mavý spisovatel,5ec7de8d-a267-4176-a304-0cefe14d5f11,2026-08,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 13: O domě U Tří divých,69fdddf6-386e-49b1-b39c-83eb78fc9966,2026-08,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 26: Pražská móda empírová,7cea19af-6bc6-49f2-9099-e2759ce9472a,2026-08,1,122228e9-4fc6-4674-b257-cf90262939ea
Pestrá země,Arnošt Lustig 100 let – Eva Lustigová | Pestrá země: Rozhovor ke 100. výročí,8a4732e6-6b00-4673-9483-03027a617873,2026-08,1,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,Staré pověsti pražské – Adolf Wening | Povídka 3: O chrámě Týnském,8b89d87d-d9fe-4d14-903d-4033a7d8bd2e,2026-08,1,122228e9-4fc6-4674-b257-cf90262939ea
